date,Y1,Y2,Y3,Y4,Y5
2000-01-01,-0.97621334,1.6323557,-1.9443252,-1.118619,0.72907555
2000-01-02,-1.379076,1.5343627,-0.69672793,-1.1760932,-0.3715734
2000-01-03,1.0974414,1.9425484,-2.3873584,-1.1233678,-2.5224779
2000-01-04,1.5662501,1.9390926,-0.68102074,-0.59699506,-1.5131003
2000-01-05,1.2466928,2.138405,-0.24356443,-1.0322887,-2.310365
2000-01-06,0.7906919,1.6039189,0.25353548,1.6463821,-1.8602722
2000-01-07,0.54603124,1.4575453,-0.7572497,3.2538688,-0.44377354
2000-01-08,-0.47848207,0.8512744,-1.8331444,0.48604327,0.3155045
2000-01-09,-0.47798818,1.2596507,-2.679142,-0.60890293,-0.0921542
2000-01-10,-0.10370703,-0.37610766,-0.27180657,0.6623013,-1.6809767
2000-01-11,0.496576,0.43653336,0.86999,-0.38383937,-1.0188842
2000-01-12,0.9769506,1.334156,1.6398605,-0.66105413,-1.2914729
2000-01-13,0.50668293,1.7690619,-0.32649893,-1.2178981,1.2500335
2000-01-14,-1.0107359,1.25808,-0.9816173,0.61691374,-2.925735
2000-01-15,-1.4776913,1.4739509,-1.471495,0.32895103,1.0493169
2000-01-16,0.43003994,0.3583635,-2.6609585,1.4690697,-1.6391108
2000-01-17,1.2400903,1.1130421,-0.70737875,0.37639898,-0.31351918
2000-01-18,1.3616918,-0.24217284,0.36515182,1.0421495,-0.1880676
2000-01-19,0.32805923,0.40725803,2.2572606,0.41371012,0.31049967
2000-01-20,0.26609254,0.84624606,0.495313,0.46140528,1.5738059
2000-01-21,-1.0427946,1.0583373,-0.97657275,-0.12894359,-0.04434256
2000-01-22,-1.3861725,0.3678361,-1.0892544,-0.3434724,-1.6555307
2000-01-23,-1.3541414,1.0434,-1.0151389,-0.31454012,-1.5295025
2000-01-24,-1.4449531,-1.0338469,-2.2678301,0.04574687,-1.218293
2000-01-25,-0.19936055,-0.01884028,-1.3449894,0.8132869,1.0195843
2000-01-26,-1.5782144,0.1769309,-0.94530934,-0.4237174,-0.06755003
2000-01-27,-2.1280038,1.1871954,0.029867005,-1.5970714,-1.2766207
2000-01-28,-3.0770912,1.1141895,-2.0674684,0.22303452,-2.450358
2000-01-29,-3.699026,2.6961162,-3.4894423,2.185289,-1.0800018
2000-01-30,-2.835165,1.1341902,-4.457733,2.3822782,-1.5437871
2000-01-31,-3.8685725,1.4827337,-2.128019,2.8571692,-3.017012
2000-02-01,-2.340989,0.25570047,-4.2260785,1.4854207,0.7915026
2000-02-02,-2.119607,0.07050318,-2.4886613,1.5814989,-0.17384659
2000-02-03,-1.6268972,0.79666,-3.2098434,1.4618409,0.38634953
2000-02-04,-0.978941,1.2388586,-0.59829557,1.1250454,1.1135192
2000-02-05,-1.2173194,3.0334597,-1.0270875,-0.11822608,0.4196177
2000-02-06,0.058624268,1.9843572,-2.5183017,-1.696343,-1.6896844
2000-02-07,-0.14744332,2.8139565,-0.9676158,0.1408102,-1.978294
2000-02-08,0.47611558,1.9124464,-4.346455,0.8728455,-0.3191199
2000-02-09,0.18178008,0.77168363,-1.0917494,-0.091409326,-1.9170359
2000-02-10,0.43629846,-1.0287571,-0.041504942,0.29377025,-0.44473544
2000-02-11,0.62870145,-0.6294723,1.1670448,-0.2653534,0.34667292
2000-02-12,0.7529311,-1.0059993,-1.4453896,0.7579322,1.8938653
2000-02-13,-0.37196293,0.07289789,1.1593382,1.0229163,1.4262943
2000-02-14,0.13830543,-0.47226942,-0.5566517,2.2151043,0.78420705
2000-02-15,-0.20831266,-0.840249,1.5005,1.5700746,0.36264473
2000-02-16,0.46383792,-0.29233646,0.42446274,0.93911475,1.6284071
2000-02-17,-1.7814231,1.4961168,0.012258377,0.65295744,-0.8728467
2000-02-18,-2.8902547,0.063360035,-2.8606253,3.223946,0.6968809
